ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0425169626,Waking the Dead,Scott Spencer,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425169626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169626.01.LZZZZZZZ.jpg
0449207757,Davita's Harp,Chaim Potok,1990,Fawcett Books,http://images.amazon.com/images/P/0449207757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449207757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449207757.01.LZZZZZZZ.jpg
0449245691,The Book of Lights,Chaim Potok,1997,Fawcett Books,http://images.amazon.com/images/P/0449245691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449245691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449245691.01.LZZZZZZZ.jpg
0140029400,The Mimic Men,V. S. Naipaul,1992,Penguin USA,http://images.amazon.com/images/P/0140029400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140029400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140029400.01.LZZZZZZZ.jpg
0140021566,The Mystic Masseur,V.S. Naipaul,1993,Penguin USA,http://images.amazon.com/images/P/0140021566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140021566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140021566.01.LZZZZZZZ.jpg
2253004022,Regain,Jean Giono,1987,LGF,http://images.amazon.com/images/P/2253004022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253004022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253004022.01.LZZZZZZZ.jpg
2253005274,Le Grand Meaulnes (Classiques De Poche),Alain-Fournier,2000,Distribooks Inc,http://images.amazon.com/images/P/2253005274.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253005274.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253005274.01.LZZZZZZZ.jpg
225300670X,A l'Ouest rien de nouveau,Erich Maria Remarque,1973,LGF,http://images.amazon.com/images/P/225300670X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/225300670X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/225300670X.01.LZZZZZZZ.jpg
2266084372,Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re,Lewis,2000,Pocket,http://images.amazon.com/images/P/2266084372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266084372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266084372.01.LZZZZZZZ.jpg
2070362388,Ravage,Rene Barjavel,0,Gallimard French,http://images.amazon.com/images/P/2070362388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070362388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070362388.01.LZZZZZZZ.jpg
2266029460,Voyage d'une parisienne Ã?Â  Lhassa,Alexandra David-NÃ?Â©el,1989,Pocket,http://images.amazon.com/images/P/2266029460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266029460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266029460.01.LZZZZZZZ.jpg
2253007102,Les Fleurs Du Mal,C. Baudelaire,1972,Livre De Poche French,http://images.amazon.com/images/P/2253007102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2253007102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2253007102.01.LZZZZZZZ.jpg
2070417743,Chroniques martiennes,Ray Bradbury,2002,Gallimard,http://images.amazon.com/images/P/2070417743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070417743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070417743.01.LZZZZZZZ.jpg
2266033689,Le Diable Au Corps,Raymond Radiguet,0,Presses Pocket French,http://images.amazon.com/images/P/2266033689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2266033689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2266033689.01.LZZZZZZZ.jpg
2070384349,La Faute de l'abbÃ?Â© Mouret,Emile Zola,1991,Gallimard,http://images.amazon.com/images/P/2070384349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070384349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070384349.01.LZZZZZZZ.jpg
207053880X,L'Homme Qui Plantait Des Arbres,Jean Giono,2002,Distribooks Inc,http://images.amazon.com/images/P/207053880X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/207053880X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/207053880X.01.LZZZZZZZ.jpg
2070334368,La Guerre Des Boutons,Pergaud,0,Livre de Poche,http://images.amazon.com/images/P/2070334368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070334368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070334368.01.LZZZZZZZ.jpg
2290314951,Paroles de Poilus : Lettres et carnets du front 1914-1918,Collectif,2001,J'ai lu,http://images.amazon.com/images/P/2290314951.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2290314951.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2290314951.01.LZZZZZZZ.jpg
229000510X,Une porte sur l'Ã?Â©tÃ?Â©,Robert A. Heinlein,1999,J'ai lu,http://images.amazon.com/images/P/229000510X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/229000510X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/229000510X.01.LZZZZZZZ.jpg
3492207006,Die Entdeckung der Langsamkeit.,Sten Nadolny,1987,Piper,http://images.amazon.com/images/P/3492207006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492207006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492207006.01.LZZZZZZZ.jpg
3499177757,Die Grenzen des Geschlechts: Anleitungen zum Sturz des internationalen Patriarchats : Amnesty for Women (Rororo Sachbuch),Cheryl Benard,1984,Rowohlt,http://images.amazon.com/images/P/3499177757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499177757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499177757.01.LZZZZZZZ.jpg
3889774016,Frauen der Welt: Vom Fortschritt der Ungleichheit,Christa Wichterich,1995,Lamuv,http://images.amazon.com/images/P/3889774016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3889774016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3889774016.01.LZZZZZZZ.jpg
3502670005,I Ging. Das Buch der Wandlung. Das groÃ?Â?e Weisheits- und Orakelbuch der alten Chinesen.,John. Blofeld,1999,O. W. Barth Bei Scherz,http://images.amazon.com/images/P/3502670005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3502670005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3502670005.01.LZZZZZZZ.jpg
0905762487,African Women: Their Struggle for Economic Independence,Christine Obbo,1980,Palgrave-Macmillan,http://images.amazon.com/images/P/0905762487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0905762487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0905762487.01.LZZZZZZZ.jpg
3499222604,Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell),Christa Wichterich,1998,Rowohlt,http://images.amazon.com/images/P/3499222604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3499222604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3499222604.01.LZZZZZZZ.jpg
3746670055,"Women are the Niggers of the World: Ã¼ber Frauen, Herrenmenschen und Nietzsches Peitsche (AtV Dokument und Essay)",Peter B Heim,1994,Aufbau Taschenbuch Verlag,http://images.amazon.com/images/P/3746670055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3746670055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3746670055.01.LZZZZZZZ.jpg
0140620427,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,http://images.amazon.com/images/P/0140620427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140620427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140620427.01.LZZZZZZZ.jpg
3596144434,Der gemietete Mann.,Hera Lind,1999,"Fischer (Tb.), Frankfurt",http://images.amazon.com/images/P/3596144434.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3596144434.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3596144434.01.LZZZZZZZ.jpg
3442724686,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb,http://images.amazon.com/images/P/3442724686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442724686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442724686.01.LZZZZZZZ.jpg
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg
0446525502,The Rescue,Nicholas Sparks,2000,Warner Books,http://images.amazon.com/images/P/0446525502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525502.01.LZZZZZZZ.jpg
0385500769,A Map of the World,Jane Hamilton,1999,Doubleday Books,http://images.amazon.com/images/P/0385500769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385500769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385500769.01.LZZZZZZZ.jpg
0399147012,Edge of Danger,Jack Higgins,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147012.01.LZZZZZZZ.jpg
0670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,http://images.amazon.com/images/P/0670892963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg
0688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins,http://images.amazon.com/images/P/0688180639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688180639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688180639.01.LZZZZZZZ.jpg
0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",http://images.amazon.com/images/P/0316789089.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316789089.01.LZZZZZZZ.jpg
0451197275,Saving Private Ryan: A Novel,Max Allan Collins,1998,Signet Book,http://images.amazon.com/images/P/0451197275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451197275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451197275.01.LZZZZZZZ.jpg
0425184129,Big Trouble,Dave Barry,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425184129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184129.01.LZZZZZZZ.jpg
0151001006,Snow Falling on Cedars,David Guterson,1994,Harcourt,http://images.amazon.com/images/P/0151001006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151001006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151001006.01.LZZZZZZZ.jpg
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,http://images.amazon.com/images/P/0385505833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg
0679442790,The Reader,Bernhard Schlink,1997,Random House,http://images.amazon.com/images/P/0679442790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679442790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679442790.01.LZZZZZZZ.jpg
0525943862,Cheaters,Eric Jerome Dickey,1999,Dutton Books,http://images.amazon.com/images/P/0525943862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525943862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525943862.01.LZZZZZZZ.jpg
0609605925,Angel Falls,KRISTIN HANNAH,2000,Crown,http://images.amazon.com/images/P/0609605925.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609605925.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609605925.01.LZZZZZZZ.jpg
0060191929,The Saving Graces : A Novel,Patricia Gaffney,1999,HarperCollins,http://images.amazon.com/images/P/0060191929.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060191929.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060191929.01.LZZZZZZZ.jpg
0743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743206045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206045.01.LZZZZZZZ.jpg
0684864843,The Vineyard : A Novel,Barbara Delinsky,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0684864843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684864843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684864843.01.LZZZZZZZ.jpg
0684867818,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,1999,Simon &amp; Schuster,http://images.amazon.com/images/P/0684867818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684867818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684867818.01.LZZZZZZZ.jpg
0743406176,If Only It Were True,Marc Levy,2000,Atria,http://images.amazon.com/images/P/0743406176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743406176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743406176.01.LZZZZZZZ.jpg
0380978539,"Dear Stranger, Dearest Friend",Laney Katz Becker,2000,William Morrow &amp; Company,http://images.amazon.com/images/P/0380978539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380978539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380978539.01.LZZZZZZZ.jpg
0679603352,The Cider House Rules: A Novel (Modern Library),John Irving,1999,Modern Library,http://images.amazon.com/images/P/0679603352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679603352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679603352.01.LZZZZZZZ.jpg
0679410430,Lolita (Everyman's Library (Cloth)),VLADIMIR NABOKOV,1993,Everyman's Library,http://images.amazon.com/images/P/0679410430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679410430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679410430.01.LZZZZZZZ.jpg
0446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books,http://images.amazon.com/images/P/0446523569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446523569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446523569.01.LZZZZZZZ.jpg
0671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria,http://images.amazon.com/images/P/0671042556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042556.01.LZZZZZZZ.jpg
0679450440,Protect and Defend,Richard North Patterson,2000,Random House Inc,http://images.amazon.com/images/P/0679450440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679450440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679450440.01.LZZZZZZZ.jpg
0140107649,Blue Heaven (Contemporary American Fiction S.),Joe Keenan,1988,Penguin Books,http://images.amazon.com/images/P/0140107649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140107649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140107649.01.LZZZZZZZ.jpg
0609606727,Julie and Romeo,Jeanne Ray,2000,Harmony,http://images.amazon.com/images/P/0609606727.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609606727.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609606727.01.LZZZZZZZ.jpg
0446527793,The Guardian,Nicholas Sparks,2003,Warner Books,http://images.amazon.com/images/P/0446527793.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527793.01.LZZZZZZZ.jpg
0446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,http://images.amazon.com/images/P/0446531332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446531332.01.LZZZZZZZ.jpg
1570717257,Man and Boy,Tony Parsons,2001,Sourcebooks Landmark,http://images.amazon.com/images/P/1570717257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570717257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570717257.01.LZZZZZZZ.jpg
0060192631,One Heart,Jane McCafferty,1999,HarperCollins Publishers,http://images.amazon.com/images/P/0060192631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060192631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060192631.01.LZZZZZZZ.jpg
0385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,http://images.amazon.com/images/P/0385420161.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385420161.01.LZZZZZZZ.jpg
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339711.01.LZZZZZZZ.jpg
052594463X,All of Me: A Voluptuous Tale,Venise T. Berry,2000,Dutton Books,http://images.amazon.com/images/P/052594463X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/052594463X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/052594463X.01.LZZZZZZZ.jpg
039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company,http://images.amazon.com/images/P/039304016X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039304016X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039304016X.01.LZZZZZZZ.jpg
0399147128,The Villa,Nora Roberts,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399147128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399147128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399147128.01.LZZZZZZZ.jpg
0670031046,In This Mountain,Jan Karon,2002,Viking Books,http://images.amazon.com/images/P/0670031046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670031046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670031046.01.LZZZZZZZ.jpg
0394574745,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf,http://images.amazon.com/images/P/0394574745.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394574745.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394574745.01.LZZZZZZZ.jpg
0316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",http://images.amazon.com/images/P/0316969443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969443.01.LZZZZZZZ.jpg
0743230051,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,2001,Scribner,http://images.amazon.com/images/P/0743230051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743230051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743230051.01.LZZZZZZZ.jpg
0316693200,2nd Chance,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316693200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693200.01.LZZZZZZZ.jpg
0684868911,The Carousel : A Novel,Richard Paul Evans,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0684868911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684868911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684868911.01.LZZZZZZZ.jpg
0842336214,The Promise Remains,Travis Thrasher,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842336214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842336214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842336214.01.LZZZZZZZ.jpg
0399148582,You Cannot Be Serious,John McEnroe,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399148582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399148582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399148582.01.LZZZZZZZ.jpg
0684864320,LAKE NEWS : A Novel,Barbara Delinsky,1999,Simon &amp; Schuster,http://images.amazon.com/images/P/0684864320.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684864320.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684864320.01.LZZZZZZZ.jpg
0525944834,Liar's Game,Eric Jerome Dickey,2000,Dutton Books,http://images.amazon.com/images/P/0525944834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525944834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525944834.01.LZZZZZZZ.jpg
0345428900,Out of the Blue,Sally Mandel,2000,Ballantine Books,http://images.amazon.com/images/P/0345428900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345428900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345428900.01.LZZZZZZZ.jpg
0451176812,Voice of the Eagle,Linda Lay Shuler,1993,Signet Book,http://images.amazon.com/images/P/0451176812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176812.01.LZZZZZZZ.jpg
0671525794,The Kingdom by the Sea: A Journey Around Great Britain,Paul Theroux,1984,Pocket Books,http://images.amazon.com/images/P/0671525794.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525794.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525794.01.LZZZZZZZ.jpg
0718144538,Shattered Uk,Dick Francis,0,Michael Joseph Ltd,http://images.amazon.com/images/P/0718144538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0718144538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0718144538.01.LZZZZZZZ.jpg
0446602086,The Proud and the Free,Janet Dailey,1995,Warner Vision,http://images.amazon.com/images/P/0446602086.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446602086.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446602086.01.LZZZZZZZ.jpg
0394551427,Shoah,Claude Lanzmann,1985,Random House Inc,http://images.amazon.com/images/P/0394551427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394551427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394551427.01.LZZZZZZZ.jpg
0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,http://images.amazon.com/images/P/0064407667.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064407667.01.LZZZZZZZ.jpg